,Mean,2.5q,97.5q
a_subj(equal).68,0.7012203857465087,0.659015421990637,0.7500909361342323
a_subj(equal).69,0.6983338323765912,0.6548795975856466,0.7466935083778651
a_subj(none).0,0.6623359883405299,0.6120420621825586,0.7048207335602827
a_subj(none).1,0.6834285515410059,0.6443920429003908,0.7292012865289859
a_subj(none).2,0.6783456823470578,0.6351969778520336,0.7209778962831571
a_subj(none).3,0.6692962566820001,0.6220053715938765,0.716974882858058
a_subj(none).4,0.6757074709886862,0.6243544227064386,0.7270884797260422
a_subj(none).5,0.6636338451027513,0.6094931601550891,0.7110807609586033
a_subj(none).6,0.6649555443831179,0.6209312172725676,0.7088265212103606
a_subj(none).7,0.6674379518411645,0.6237100040268245,0.7089880696505704
a_subj(none).8,0.6711881541551036,0.6266460856457581,0.7153745469767069
a_subj(none).9,0.6876817384432381,0.6455837134081303,0.7355550510914163
a_subj(none).10,0.6934190661690436,0.6505361301419821,0.7445529941912148
a_subj(none).11,0.702192261008278,0.6582706469972409,0.7571770067043266
a_subj(none).12,0.6796027832373004,0.6322709875762582,0.7287185697193989
a_subj(none).13,0.6724306374949179,0.6222251680386814,0.7178308858397819
a_subj(none).14,0.6901953451705913,0.6505909732776343,0.7385981682510503
a_subj(none).15,0.6768685408383464,0.636939583311262,0.721428135269079
a_subj(none).16,0.6975480457981771,0.6549841776009595,0.7485631654563065
a_subj(none).17,0.6655691760533347,0.608609988171956,0.7125180192191547
a_subj(none).18,0.686326740712148,0.6424704780708207,0.7337749565823571
a_subj(none).19,0.679647899343695,0.6328077577058473,0.7287470099398408
a_subj(none).20,0.6834567973369879,0.6416175174519978,0.7316544865400172
a_subj(none).21,0.6804992613248941,0.6369126774197849,0.7296017735219852
a_subj(none).22,0.6795215170705516,0.6370971999454709,0.7280599144059693
a_subj(none).23,0.6762531652190179,0.6305504518373087,0.7285065349459432
a_subj(none).24,0.6818766754863324,0.6369147508062404,0.732308133415577
a_subj(none).25,0.6808097659927959,0.6358476303087431,0.7299662782720737
a_subj(none).26,0.6661048650624981,0.6187588165973416,0.7129760566888479
a_subj(none).27,0.6707836828864524,0.6249509893920143,0.7139627570658023
a_subj(none).28,0.6567887956195737,0.6032427872634889,0.7020681024441352
a_subj(none).29,0.6694666018220546,0.6222921687037593,0.7151790067984667
