,Mean,2.5q,97.5q
a(equal),1.1225753502415863,1.095806980480484,1.1494799718145239
a(friend),1.0704512563853104,1.0421688539912108,1.0986474317775259
a(self),1.1152592292317773,1.0852823884336138,1.14496764948645
a_std,0.0630846128727204,0.048901238613989984,0.0786982145486048
a_subj(equal).0,1.0875938690004228,1.018430605105883,1.158276558237264
a_subj(equal).1,1.147116681507267,1.079510633661354,1.2208943275270092
a_subj(equal).2,1.1288317424905634,1.0594361999420765,1.2026776674075985
a_subj(equal).3,1.1689842932994485,1.0964668566675886,1.2472733740741169
a_subj(equal).4,1.1050702651175217,1.0369127735181982,1.178796408824775
a_subj(equal).5,1.1180823377687301,1.0485030968535025,1.1908402417196373
a_subj(equal).6,1.1247892436496363,1.0579072772936071,1.1968596959893467
a_subj(equal).7,1.079944338366901,1.0120832918643876,1.1504632617012571
a_subj(equal).8,1.0733081728522058,1.0067422580461751,1.144178630173372
a_subj(equal).9,1.1129158741612128,1.046929661238193,1.1830900846088075
a_subj(equal).10,1.1236515308694008,1.054417637940749,1.1974658691834439
a_subj(equal).11,1.063356032406574,0.9966588473457343,1.1343315491557489
a_subj(equal).12,1.1753593476989446,1.1041076218803627,1.2512690852468988
a_subj(equal).13,1.0976066519245284,1.0311372575882072,1.16594650374403
a_subj(equal).14,1.1507451901087915,1.0789101779570966,1.2250846429041016
a_subj(equal).15,1.0815588997332028,1.012931128373881,1.1513485932912078
a_subj(equal).16,1.0602575755739736,0.993644012254867,1.130294751303123
a_subj(equal).17,1.0642927181453157,0.996342348079685,1.1333234662361988
a_subj(equal).18,1.135839598155977,1.0664910838194233,1.2093120027704098
a_subj(equal).19,1.1290966841621144,1.0580050252895732,1.203412100845353
a_subj(equal).20,1.0988035516613301,1.031126497823145,1.1711298763277105
a_subj(equal).21,1.1098328340400796,1.0402787536643041,1.1818772851485482
a_subj(equal).22,1.14032625840471,1.0705718726360578,1.2123632757103073
a_subj(equal).23,1.1921858644442682,1.119315030079153,1.2694423426606183
a_subj(equal).24,1.1536607007530786,1.0825881387406038,1.2269151901679978
a_subj(equal).25,1.138695381003996,1.0675707855522294,1.2113181264711061
a_subj(equal).26,1.144002638397445,1.0733856189383735,1.21949173897923
a_subj(equal).27,1.1698130929434776,1.0977735043249561,1.244957915799624
a_subj(equal).28,1.2870469247160818,1.2074923515064262,1.373830886347377
a_subj(equal).29,1.0974199969740521,1.0258698788973373,1.1692039331186799
a_subj(equal).30,1.1587689019664649,1.0876774508123215,1.232823090299138
