,Mean,2.5q,97.5q
v_subj(self_self).13,2.569507632346231,2.3453988148133997,2.7982911530150414
v_subj(self_self).14,2.577696250446868,2.3586404826613236,2.8063362536020224
v_subj(self_self).15,2.618140442795302,2.4063071385191614,2.8767816728159996
v_subj(self_self).16,2.5857234699352434,2.368054978052534,2.8290958050916615
v_subj(self_self).17,2.581745558619037,2.36260612150342,2.8133296319528265
v_subj(self_self).18,2.5849265683188927,2.3699533685902825,2.83033698974248
v_subj(self_self).19,2.5829001823047233,2.3586525451202505,2.8230382624455905
v_subj(self_self).20,2.576521533700759,2.3596515893442747,2.815180397448571
v_subj(self_self).21,2.5763223566347078,2.3579991846362947,2.8058402603935098
v_subj(self_self).22,2.5814364555333973,2.364385322439268,2.8104973443030166
v_subj(self_self).23,2.614160270927391,2.4050838230707083,2.873962692929804
v_subj(self_self).24,2.5620893500827937,2.3428479474253656,2.7781640669457532
v_subj(self_self).25,2.582391576230492,2.3658330253749065,2.81561089841352
v_subj(self_self).26,2.61819183497215,2.4115718315654404,2.8823074869915586
v_subj(self_self).27,2.597383553825068,2.3804202941083297,2.8438142879253583
v_subj(self_self).28,2.5725592890332796,2.3516361024601338,2.8040924901537836
v_subj(self_self).29,2.597648525482981,2.3908175288545204,2.852039650455183
v_subj(self_self).30,2.5991331406274085,2.390405446108754,2.845572073188406
v_subj(self_self).31,2.5938608497322506,2.377797627240051,2.839059812820799
t,0.3460750647976848,0.3376545706888168,0.3548351093754216
t_std,0.023092265387267698,0.017757409158327332,0.030397424497366696
t_subj.0,0.3622818023102235,0.3537238698145511,0.3699382778149493
t_subj.1,0.3618136848057743,0.35351850718930733,0.37014405025113006
t_subj.2,0.3518655609821669,0.34109316303380155,0.3616566281161667
t_subj.3,0.3397247183869975,0.3291479615184483,0.34910172558980834
t_subj.4,0.36887039544068384,0.35943123223147844,0.37782163777974065
t_subj.5,0.34531011762673075,0.3369242891216336,0.3539162832719482
t_subj.6,0.3043537581984964,0.2965798089410142,0.31230388390690844
t_subj.7,0.37608959777559087,0.36736386808873567,0.385206339421812
t_subj.8,0.31927050310811644,0.31088909088226435,0.32685303318885867
t_subj.9,0.3851696902846357,0.37513742994587873,0.39457010417842464
t_subj.10,0.34065467596040366,0.3312111328440038,0.3496021375217671
t_subj.11,0.3549665811171959,0.34555748385528035,0.3636622486861127
t_subj.12,0.3494286684405173,0.34139807999304866,0.35843876820880605
t_subj.13,0.33203805697464,0.32291813859909335,0.34081526956470043
t_subj.14,0.34477569247631157,0.33551798376762004,0.3531103219215907
t_subj.15,0.36866412383348685,0.3597917853760577,0.37751495504815136
t_subj.16,0.3210865171553526,0.31103237104164266,0.33102245867184105
t_subj.17,0.3652039926764088,0.35551230473189294,0.37369500253179005
t_subj.18,0.3590693492931639,0.35040439751362756,0.36794868129221536
t_subj.19,0.32334202797796285,0.3155914896553817,0.33137528921906206
t_subj.20,0.36100267734793395,0.3525763580927888,0.36957357025126053
t_subj.21,0.35495973149107046,0.3453818934427487,0.36381773757711067
t_subj.22,0.34214992154741747,0.3330530902181615,0.35299660733668464
t_subj.23,0.33559456930132986,0.32673262166696126,0.3442326585962748
t_subj.24,0.3499679261783863,0.33919389745201034,0.3592363125079897
t_subj.25,0.35429144134436885,0.3452854093901347,0.3621197259860209
t_subj.26,0.36169347228897486,0.35137945164035944,0.37089343242317757
t_subj.27,0.3678788219865089,0.3551878629200666,0.3819198311044503
t_subj.28,0.33054803191850224,0.3209540491437636,0.34062148221879796
t_subj.29,0.3038129817495178,0.2946369689395791,0.31416018680409574
t_subj.30,0.29779910833188905,0.28930080061729196,0.30655207645842925
t_subj.31,0.33689762119124617,0.3272606966934047,0.34671905252576546
sv,0.08011655648870154,0.0035834118166683296,0.22376880400055507
sz,0.03432778727765331,0.0011347951560121323,0.0967043626850291
st,0.24813606161345736,0.24232354700327513,0.2540476266144805
z(friend),0.6534896515592168,0.6369003607274619,0.669546157799897
z(self),0.4169681745062198,0.402545894943873,0.4296834104249147
z_std,0.02157006237813227,0.003719428449608362,0.05779437124036385
z_subj(friend).0,0.6535981046600813,0.6338697786245794,0.6736357413096211
z_subj(friend).1,0.653883645334,0.6340959038000794,0.6741558134367095
z_subj(friend).2,0.6539164844606316,0.6341066811603793,0.6747445539010728
z_subj(friend).3,0.6535185485391793,0.6335710048046741,0.6743836686096718
z_subj(friend).4,0.6536156027732041,0.634287366575066,0.6743043925138642
z_subj(friend).5,0.6536536386723765,0.6336999223039879,0.6741282585233117
z_subj(friend).6,0.6536254092918564,0.6337269856208579,0.6739835548521003
z_subj(friend).7,0.6519165422456754,0.6323263975507988,0.671012187492573
z_subj(friend).8,0.6519617033144781,0.63193399565028,0.6710187548956706
z_subj(friend).9,0.6538138048288438,0.6341972469201359,0.6745432566832716
z_subj(friend).10,0.653139504253817,0.6338655744556726,0.6727626226505439
z_subj(friend).11,0.6537822450097047,0.6341667351706177,0.6741839968014391
z_subj(friend).12,0.6543295234642059,0.6348522872211502,0.6754375096174906
z_subj(friend).13,0.6540030957467063,0.6346166329420362,0.6750826259520953
z_subj(friend).14,0.6537580533200641,0.6340353668440714,0.6745445157371871
z_subj(friend).15,0.6517387246146206,0.6314879506876913,0.6708802113707419
z_subj(friend).16,0.6532689860797771,0.6327650932250071,0.6737088797773477
z_subj(friend).17,0.6540773622491581,0.6344902252066429,0.6751241441909415
z_subj(friend).18,0.6539372352190289,0.6341506388479926,0.6744208307958086
z_subj(friend).19,0.6530809035534848,0.6333173651559709,0.673241242910268
z_subj(friend).20,0.650848071506634,0.6303240278575472,0.669392401136979
z_subj(friend).21,0.6523490166134382,0.6323916930840003,0.6718947911614731
z_subj(friend).22,0.6545319300182141,0.6348304122144612,0.6761150685283508
z_subj(friend).23,0.6530531346912162,0.6329166227120431,0.6732283799015877
z_subj(friend).24,0.6537832302230993,0.6339884500577938,0.6742016980086589
z_subj(friend).25,0.6551722561462242,0.6355637742078768,0.6775501812838244
z_subj(friend).26,0.6534539134709543,0.6341111552687124,0.6742637842407415
z_subj(friend).27,0.6552342005499122,0.6350817653417088,0.6772500631448385
z_subj(friend).28,0.6531302917339031,0.6333212730436848,0.6732150209564421
z_subj(friend).29,0.6534884884783221,0.6343591329402054,0.6735023588410525
z_subj(friend).30,0.6537985610807425,0.6344853569142282,0.6736710296170435
z_subj(friend).31,0.6536951680617711,0.6341087299074869,0.6745963977126448
z_subj(self).0,0.4197611457161903,0.402297018501132,0.4409743974230616
z_subj(self).1,0.41598860967898643,0.39605236358256846,0.43251100621714317
z_subj(self).2,0.41674618372059513,0.3984558143215496,0.4342234310213815
z_subj(self).3,0.4163546776971732,0.39722151576440556,0.43337318519497325
z_subj(self).4,0.41870911617336415,0.4011646023101263,0.437766376658968
z_subj(self).5,0.41764422623604086,0.40015854714420085,0.4349635706355501
z_subj(self).6,0.4182774257475684,0.4002975856747482,0.4371831104805092
z_subj(self).7,0.4165927618497975,0.39778424779585536,0.4336938116567131
z_subj(self).8,0.4167368703014039,0.39827066883515533,0.4336251028225713
z_subj(self).9,0.41661447403145024,0.3986191140751638,0.4339819610818279
z_subj(self).10,0.41819486836334113,0.3999421959278012,0.43709878840821637
z_subj(self).11,0.4181540591958637,0.4003913521565565,0.43642020823190053
z_subj(self).12,0.4130877018437999,0.3893121527149165,0.4296490001382624
z_subj(self).13,0.415585341540022,0.3958874820914583,0.4320232556995402
z_subj(self).14,0.4171223472791757,0.39877061778312467,0.434931515956934
z_subj(self).15,0.41837821518086543,0.4003911950321049,0.4379619051970999
z_subj(self).16,0.41540985588764273,0.39623531957951175,0.43180618752326466
z_subj(self).17,0.41699879063208345,0.39854202712071696,0.4341285814008026
z_subj(self).18,0.4164335133567048,0.3973827429856248,0.4333319650763607
z_subj(self).19,0.41548065803723266,0.3955356343148218,0.4319360252006427
z_subj(self).20,0.4179297377913507,0.40004266337395206,0.43641561279007235
z_subj(self).21,0.41562414370750306,0.3957590028381541,0.4321166158747012
z_subj(self).22,0.4165576570274859,0.39787110304992596,0.4339184049417345
z_subj(self).23,0.41660732912808546,0.39833697508513594,0.4336325828691835
z_subj(self).24,0.415341239686354,0.395565798676634,0.4319131923336911
z_subj(self).25,0.4181422741129528,0.40076091912331124,0.4368382836942604
z_subj(self).26,0.41875553377134406,0.4010139897175401,0.4384056435628487
z_subj(self).27,0.41809354933291093,0.40029457844596295,0.4373859076059107
z_subj(self).28,0.4155873513717152,0.3955791442990618,0.43219808382633956
z_subj(self).29,0.41827641691776,0.4004765889609323,0.43731668137458685
z_subj(self).30,0.41629119248041213,0.39751551559309517,0.4334007768032813
z_subj(self).31,0.417809834056044,0.3996847211218878,0.43624692582746677
